DATE,EXEC_TOTAL,EXEC_PURCHASE,EXEC_D7,BIZ_TOTAL,PLAT_TOTAL,MMM_ALL,DESKTOP_WEB_REVENUE_DELTA
2025-11-27,38237.48299999999,38237.48299999999,1992.0700000000002,66370.23000000001,66370.23,38049.55499999999,28132.747000000018
2025-11-26,35546.935000000005,35546.935000000005,1144.35,57376.159999999996,57376.16,35418.518000000004,21829.22499999999
2025-11-25,32268.377999999997,32268.377999999997,1427.7700000000002,52807.59,52807.58999999999,32019.354000000003,20539.212
2025-11-24,29361.201999999997,29361.201999999997,818.7199999999999,47525.44,47525.44,29211.905,18164.238000000005
2025-11-23,36777.64399999999,36777.64399999999,1453.49,56304.979999999996,56304.98,36736.751000000004,19527.336000000003
2025-11-22,40486.984,40486.984,1258.53,63926.0,63926.0,40376.897,23439.016000000003
2025-11-21,39720.698,39720.698,899.4599999999999,62442.81,62442.810000000005,39658.848,22722.112
2025-11-20,43387.674,43387.674,892.2399999999999,68149.83,68149.83,43130.732,24762.156000000003
2025-11-19,29266.884,29266.884,855.4399999999999,49076.840000000004,49076.84,29210.666,19809.956000000006
2025-11-18,29439.938000000006,29439.938000000006,1312.65,49017.09,49017.09000000001,29255.466,19577.15199999999
2025-11-17,29043.209,29043.209,702.5400000000001,50217.63,50217.630000000005,28780.018999999997,21174.421
2025-11-16,35165.666000000005,35165.666000000005,1126.37,54239.74,54239.740000000005,35067.747,19074.073999999993
2025-11-15,39258.162,39258.162,1182.8,62450.67,62450.67,39052.794,23192.508
2025-11-14,35529.125,35529.125,1444.3999999999996,60537.09999999999,60537.1,35437.75,25007.97499999999
2025-11-13,38085.909,38085.909,1196.3299999999997,64424.100000000006,64424.1,37939.794,26338.191000000006
2025-11-12,28924.064000000002,28924.064000000002,1544.57,52567.24,52567.24,28729.653,23643.175999999996
2025-11-11,33720.25,33720.25,1878.3999999999999,60846.18000000001,60846.17999999999,33650.385,27125.930000000008
2025-11-10,31001.101,31001.101,1401.48,56462.47,56462.47,30813.746,25461.369000000002
2025-11-09,36211.071,36211.071,912.1,63250.07,63250.07,36056.055,27038.998999999996
2025-11-08,45715.799000000006,45715.799000000006,1105.43,73218.73,73218.73,45511.799000000006,27502.93099999999
2025-11-07,49996.926999999996,49996.926999999996,2027.4599999999998,79965.56,79965.56,49792.042,29968.633
2025-11-06,46259.16100000001,46259.16100000001,1678.76,78461.0,78461.00000000001,46028.47,32201.838999999993
2025-11-05,26249.648999999998,26249.648999999998,928.3,48775.68,48775.68,26050.479,22526.031000000003
2025-11-04,29306.370000000003,29306.370000000003,1002.5799999999999,51821.11,51821.11,29198.461000000003,22514.739999999998
2025-11-03,28078.833000000002,28078.833000000002,1164.6200000000001,48645.520000000004,48645.52,27983.675,20566.687
2025-11-02,32571.164000000004,32571.164000000004,1198.55,56847.97,56847.97,32563.377999999997,24276.805999999997
2025-11-01,42470.81,42470.81,1268.51,65584.57,65584.57,42269.896,23113.76000000001
2025-10-31,48456.912,48456.912,1329.5299999999997,81876.79000000001,81876.79000000001,48277.849,33419.87800000001
2025-10-30,57619.278000000006,57619.278000000006,1360.17,94510.37000000001,94510.37,57360.562000000005,36891.092000000004
2025-10-29,34655.781,34655.781,1515.3999999999999,56935.66,56935.66,34475.963,22279.879
2025-10-28,26710.488000000005,26710.488000000005,1109.75,45016.74,45016.74,26585.71,18306.251999999993
2025-10-27,26408.45,26408.45,1239.88,49924.450000000004,49924.450000000004,26355.73,23516.000000000004
2025-10-26,28234.861,28234.861,2161.83,48656.45,48656.45,28194.900999999998,20421.588999999996
2025-10-25,29789.19,29789.19,2342.1600000000003,52060.19,52060.189999999995,29674.319999999996,22271.000000000004
2025-10-24,32393.007,32393.007,1389.8700000000003,56782.27999999999,56782.28,32166.533,24389.27299999999
2025-10-23,29593.344999999998,29593.344999999998,1373.9099999999999,49046.46,49046.45999999999,29528.689,19453.115
2025-10-22,31158.237999999998,31158.237999999998,1119.38,50868.170000000006,50868.17,30975.234,19709.932000000008
2025-10-21,34026.026,34026.026,1786.21,53880.9,53880.9,33803.697,19854.874000000003
2025-10-20,35497.699,35497.699,2257.32,56249.87,56249.869999999995,35273.709,20752.171000000002
2025-10-19,34107.511999999995,34107.511999999995,1555.3300000000002,54322.020000000004,54322.020000000004,33973.528,20214.50800000001
