DATE,EXEC_SPEND,BIZ_SPEND,PLAT_SPEND,MMM_SPEND,DESKTOP_SPEND_DELTA,ADJUST_VS_UNIFIED_DELTA
2026-02-03,17063.581700000002,17063.581700000002,19898.557247,20837.543674,2834.975546999998,-3773.961973999998
2026-02-02,16645.5877,16645.5877,19236.762576,20214.390679,2591.174876000001,-3568.802979
2026-02-01,17179.334300000002,17179.334300000002,19918.814051,20767.763947,2739.479750999999,-3588.429646999997
2026-01-31,16462.0164,16462.0164,19034.945412999998,19995.737637,2572.929012999997,-3533.721236999998
2026-01-30,18259.7921,18259.7921,21385.261104,22306.379643,3125.4690040000023,-4046.5875430000015
2026-01-29,17263.0998,17263.0998,21020.642069,22091.924929,3757.5422690000014,-4828.825129000001
2026-01-28,17148.0818,17148.0818,21255.623479,22352.815355,4107.541679000002,-5204.733554999999
2026-01-27,18673.7308,18673.7308,22404.922626000003,23483.770938,3731.191826000002,-4810.040138
2026-01-26,18336.0199,18336.0199,22398.270216999998,23665.578596,4062.250316999998,-5329.558696
2026-01-25,19164.1333,19164.1333,22804.318574999998,24363.186975,3640.185274999996,-5199.053674999999
2026-01-24,18043.4146,18043.4146,21648.946352999996,23143.203179,3605.5317529999957,-5099.788579
2026-01-23,18469.8679,18469.8679,22185.074698999997,23682.136933,3715.206798999996,-5212.2690330000005
2026-01-22,17544.5937,17544.5937,21222.192346,22664.936695,3677.5986459999986,-5120.342994999999
2026-01-21,17636.937700000002,17636.9377,21495.25087,23119.726152,3858.3131699999976,-5482.788451999997
2026-01-20,17076.853199999998,17076.8532,20641.91586,21801.123810999998,3565.0626600000032,-4724.270611
2026-01-19,16973.9072,16973.907199999998,20669.95947,21900.720124,3696.05227,-4926.812923999998
2026-01-18,17667.5899,17667.5899,21410.092923,22600.092605,3742.503023000001,-4932.502705000003
2026-01-17,17256.801,17256.801,21150.243772,22434.696678,3893.442772000002,-5177.895678000001
2026-01-16,17520.1313,17520.1313,21566.131432,22838.695126000002,4046.0001319999974,-5318.563826000001
2026-01-15,15193.3665,15193.3665,18721.898406,20139.127956,3528.531906,-4945.761456
2026-01-14,14633.6227,14633.6227,18036.678271,19368.304077,3403.055571000001,-4734.681377000001
2026-01-13,14918.054699999997,14918.0547,18296.961854,19679.332241,3378.907154000004,-4761.277541000003
2026-01-12,17695.930800000002,17695.9308,22564.067574999997,24937.790499000002,4868.136774999995,-7241.859699000001
2026-01-11,18742.858500000002,18742.858500000002,23485.456098000002,25925.33252,4742.597598,-7182.474019999998
2026-01-10,17649.010100000003,17649.0101,22467.664291999998,24838.262343,4818.6541919999945,-7189.252242999995
2026-01-09,18021.7007,18021.7007,22636.007928,24779.673072,4614.307227999998,-6757.972372
2026-01-08,18353.026,18353.026,23105.054775,25040.282642000002,4752.028774999999,-6687.256642
2026-01-07,19076.0184,19076.0184,23742.459331,25894.377803,4666.440930999997,-6818.359402999999
2026-01-06,19225.803499999998,19225.803499999998,23887.206276,25865.156032,4661.402776000003,-6639.352532000001
2026-01-05,20384.1818,20384.1818,25356.420639,27656.804511000002,4972.2388390000015,-7272.622711000004
2026-01-04,21606.3233,21606.3233,26865.115206999995,29428.407106,5258.791906999995,-7822.083805999999
2026-01-03,20398.6083,20398.6083,25644.16631,28215.275990000002,5245.558010000001,-7816.667690000002
2026-01-02,20608.6745,20608.6745,25706.08277,28112.462987,5097.40827,-7503.788486999998
