DATE,RAW_SPEND,STG_SPEND,DELTA
,,6364.605921,
,,4122.831724,
,,2013.048208,
,,3096.102466,
,,306.070000,
,,1937.044860,
,,1772.273472,
,,3638.752798,
,,120.100000,
,,92.770000,
,,3397.762800,
,,5001.404489,
,,3507.644126,
,,3817.148423,
,,4347.128075,
,,3401.812218,
,,1836.551500,
,,3841.525083,
,,3727.326791,
,,2668.205045,
,,4949.984418,
,,2281.923137,
,,3645.905874,
,,1099.227500,
,,479.000000,
,,4062.001437,
,,2173.191432,
,,354.780000,
,,4126.042529,
,,4090.914050,
,,4003.129300,
,,111.780000,
,,2946.307488,
,,2636.516233,
,,2720.111670,
,,4711.961176,
,,1906.956893,
,,1194.028893,
,,2773.528368,
,,752.900000,
,,3392.613145,
,,3525.043076,
,,3099.840593,
,,3592.318866,
,,1200.690000,
,,6052.142183,
,,196.850000,
,,4246.879700,
,,3037.969920,
,,4316.696981,
,,929.910000,
,,3166.558255,
,,153.290000,
,,3702.046851,
,,1733.030000,
,,2331.142970,
,,5214.793900,
,,562.060000,
,,3510.514936,
,,1653.220854,
,,6942.547984,
,,672.382650,
,,4338.377574,
,,667.060000,
,,1285.850000,
,,3835.595223,
,,3983.741849,
,,709.230000,
,,851.030000,
,,3606.466047,
,,1010.256105,
,,1388.860000,
,,355.140000,
,,1107.135766,
,,6057.159390,
,,4175.104302,
,,3883.428930,
,,775.818824,
,,1825.274449,
,,2418.077789,
,,4572.529256,
,,4222.296580,
,,1047.330000,
,,4181.908259,
,,2784.551632,
,,2597.490000,
,,1920.877469,
,,4438.915234,
,,751.380000,
,,1205.400000,
,,2644.473566,
,,977.980000,
,,220.200000,
,,757.300000,
,,3107.290317,
,,3567.591715,
,,3649.423225,
,,2665.499459,
,,4340.135212,
,,2923.859368,
,,3466.719769,
,,1322.530000,
,,2430.818237,
,,3776.935168,
,,3852.783649,
,,2152.981007,
,,1479.940000,
,,4497.722060,
,,228.000000,
,,3187.317788,
,,3695.750075,
,,196.430000,
,,5073.478612,
,,3200.376875,
,,1797.200699,
,,3665.515558,
,,357.940000,
,,5127.316558,
,,1432.540000,
,,3128.895846,
,,3540.706595,
,,2280.344666,
,,3482.230974,
,,313.060000,
,,509.930000,
,,1107.900000,
,,6022.702372,
,,5481.455469,
,,4001.748614,
,,4740.681400,
,,1157.360000,
,,702.000000,
,,2607.384788,
,,5648.166584,
,,1557.642542,
,,1489.160000,
,,2658.850972,
,,5655.243841,
,,3245.649295,
,,3422.210511,
,,3108.566622,
,,2424.861368,
,,3931.018452,
,,195.190000,
,,3632.018434,
,,3494.524814,
,,2696.380617,
,,1378.549221,
,,5753.989162,
,,2886.888091,
,,2868.162663,
,,2928.905338,
,,2889.616117,
,,4275.573408,
,,3039.332648,
,,1732.324234,
,,1795.397541,
,,1492.088819,
,,3184.036864,
,,3678.661374,
,,2900.163805,
,,1016.555193,
,,1752.939934,
,,3821.506325,
,,2906.806642,
,,3297.131294,
,,8254.721605,
,,732.170000,
,,3114.521020,
,,3503.587324,
,,3396.119191,
,,4654.923416,
,,4169.552720,
,,2848.156695,
,,4109.403874,
,,1156.005904,
,,3842.043583,
,,2576.395719,
,,1345.870000,
,,4171.290900,
,,3440.306106,
,,1117.550000,
,,717.320000,
